153,3
totalDiagnosticErrors_per_differentSlugs,totalTestsPassed_per_totalTestsRan,differentSlugs_per_differentCourses,averageGrade
145.66666666666666,0.7023469514466658,24.0,83.33333333333333
87.0,0.7593224969266493,22.0,71.41272727272727
88.8695652173913,0.6781738990159704,23.0,64.4491304347826
164.3181818181818,0.6324894514767933,22.0,80.36181818181818
106.47619047619048,0.7882554650664381,21.0,83.27761904761904
136.11111111111111,0.8259023354564756,4.5,98.849
55.31818181818182,0.7294367193023804,22.0,83.96863636363636
121.66666666666667,0.7177482408131353,24.0,76.48958333333333
180.6315789473684,0.654481546572935,19.0,66.05631578947369
108.0909090909091,0.7975006375924509,22.0,82.64818181818181
66.0,0.5731171901384667,2.0,67.462
177.0,0.7741470979175897,25.0,78.7828
159.6818181818182,0.7099903006789525,22.0,70.7209090909091
53.578947368421055,0.7751845202473568,19.0,86.48105263157895
80.95454545454545,0.8115200528139958,22.0,78.51954545454545
10.0,0.8888888888888888,1.0,100.0
206.625,0.7923142130545352,24.0,81.28083333333333
59.111111111111114,0.7223127035830619,27.0,83.97666666666666
45.333333333333336,0.5,3.0,27.036666666666665
79.3,0.7389997267012846,20.0,85.0
165.84,0.7516474464579901,25.0,69.3128
117.13636363636364,0.7913294797687861,22.0,81.0909090909091
67.4,0.7942942942942943,10.0,60.835
42.476190476190474,0.8384214445271779,21.0,89.68238095238095
90.92592592592592,0.8017178929938943,27.0,80.4937037037037
59.18181818181818,0.625,11.0,64.02
121.54166666666667,0.6160407383831954,24.0,78.47333333333333
143.58333333333334,0.83589329021827,12.0,85.74833333333333
12.521739130434783,0.8980132450331125,23.0,91.30434782608695
65.66666666666667,0.7552612481857764,21.0,96.55857142857143
224.73684210526315,0.863855421686747,19.0,58.99157894736842
80.33333333333333,0.8285024154589372,6.0,93.91000000000001
118.34615384615384,0.7979575490588706,26.0,84.61538461538461
502.6666666666667,0.7497628083491461,24.0,78.9475
81.77272727272727,0.8867226890756302,22.0,86.36363636363636
22.61904761904762,0.8989460632362059,21.0,84.66047619047619
158.625,0.6927741283476503,8.0,93.88
79.71428571428571,0.7063137184761223,21.0,72.90190476190476
293.0,0.14634146341463414,2.0,30.0
113.33333333333333,0.46256239600665555,6.0,63.596666666666664
140.7826086956522,0.8550272798129385,23.0,82.6086956521739
154.71428571428572,0.7116663670681287,21.0,78.64380952380952
156.25,0.5771028037383178,4.0,67.34
28.15,0.8690773067331671,20.0,79.4875
112.25,0.6469307792773182,16.0,89.938125
37.333333333333336,0.8684768773865083,21.0,86.97333333333333
145.79166666666666,0.7410348021701734,24.0,81.22875
64.4090909090909,0.7806744797895241,22.0,58.315909090909095
349.0,0.6898059579119978,9.0,36.22222222222222
35.0,0.677277716794731,6.0,87.65666666666668
84.42105263157895,0.7382471060713443,19.0,70.45
47.23529411764706,0.7371820750908357,17.0,59.96941176470588
87.91304347826087,0.7872849989113869,23.0,77.65826086956523
86.4375,0.6432015429122468,16.0,62.241875
216.13636363636363,0.7355838887279049,22.0,78.80545454545455
8.0,0.1111111111111111,1.0,11.11
61.5,0.42606682103870325,22.0,50.48636363636364
54.63636363636363,0.8185224839400428,22.0,85.50090909090909
68.5,0.8554900181488203,18.0,91.66944444444444
71.95454545454545,0.8012940930912127,22.0,81.39136363636364
35.5625,0.817867932671558,16.0,90.63
60.2,0.7000797660196756,20.0,68.382
54.15,0.7891672994178689,10.0,95.0
61.4,0.8247602441150829,10.0,87.143
63.25,0.8098918083462133,8.0,39.615
47.0,0.5389876880984952,2.0,47.66
40.666666666666664,0.7531451887113226,15.0,77.286
362.0,0.7834394904458599,2.0,100.0
39.90909090909091,0.6890902753572673,22.0,79.0859090909091
35.09090909090909,0.8587588881706528,22.0,97.55681818181819
49.75,0.8917748917748918,4.0,94.5325
99.73333333333333,0.6851424172440339,15.0,54.56333333333334
82.70588235294117,0.7551194539249146,17.0,86.07470588235294
164.5,0.7656415694591728,2.0,96.055
148.45454545454547,0.7319422150882825,11.0,61.358181818181826
51.0,0,2.0,0.0
18.636363636363637,0.9089385474860335,22.0,81.81818181818181
26.0,0.10344827586206896,1.0,17.24
53.0,0.8924050632911392,3.0,100.0
42.55555555555556,0.7991587802313355,9.0,95.46
236.2,0.8679838347552762,5.0,96.666
191.04761904761904,0.682800345721694,21.0,80.95238095238095
17.0,0.06896551724137931,1.0,13.79
49.44,0.7588222558995453,25.0,82.116
201.33333333333334,0.629156010230179,3.0,71.11
95.77777777777777,0.922521339461589,9.0,88.88888888888889
25.285714285714285,0.6222222222222222,7.0,60.85142857142858
38.0,1.0,1.0,100.0
51.5,0.862796833773087,6.0,61.95166666666666
15.333333333333334,0.851063829787234,3.0,66.66666666666667
143.5625,0.7982758620689655,16.0,83.2975
32.0,0.8921568627450981,2.0,100.0
10.9,0.8064516129032258,10.0,82.0
2.0,0.0,1.0,0.0
479.6666666666667,0.8918918918918919,3.0,60.163333333333334
0.0,0.030303030303030304,1.0,6.06
0.0,1.0,1.0,100.0
0.25,0.84,4.0,95.0
1.0,0.7719382835101254,1.0,88.52
1.0,0.8773471833799441,4.0,85.0
0.0,0.991321118611379,1.0,100.0
7.0,0.7340569877883311,2.0,100.0
2.0,0.4336283185840708,4.0,85.625
4.0,0.9606557377049181,1.0,100.0
60.0,1.0,1.0,100.0
15.0,0.8731665228645384,1.0,100.0
0.0,0.56,2.0,100.0
2.75,0.3673469387755102,4.0,80.0
0.0,0.9262295081967213,1.0,100.0
2.0,0.19672131147540983,1.0,44.26
0.0,0.43,1.0,47.5
